,Ragione sociale,BvD ID number,Codice fiscale,Numero CCIAA,Partita IVA,Indirizzo sede legale,Provincia,Indirizzo sede legale - Codice postale,Indirizzo sede legale - Regione,Sede operativa,Sede operativa - Provincia,Sede operativa - Codice postale,Sede operativa - Regione - Regione,"ATECO 2007
codice",Anno di costituzione,Fondazione,Stato giuridico,Forma giuridica
9714.,MAIELLA DESIGN STUDIO S.R.L. START UP INNOVATIVA,IT06313040658,06313040658,SA0513853,06313040658,"VLE ALDO MORO, 1/F",Salerno,84081,Campania,,,,,741010,23/12/2024,,Attiva,S.R.L.
9715.,CARTESIAN S.R.L.,IT06309580659,06309580659,SA0513634,06309580659,"VIA LAMICELLE, 1",Salerno,84033,Campania,,,,,620100,28/11/2024,,Attiva,S.R.L.
9716.,RESTARS.IO S.R.L.,IT06308110656,06308110656,SA0513486,06308110656,"VIA GIUSEPPE UNGARETTI, 33",Salerno,84090,Campania,,,,,620100,20/11/2024,,Attiva,S.R.L.
9717.,NEURAM S.R.L.,IT06306910651,06306910651,SA0513280,06306910651,"VIA DIEGO FERRAIOLI, 10/A",Salerno,84013,Campania,,,,,620100,13/11/2024,,Attiva,S.R.L.
9718.,BRAIN S.R.L.,IT06305550656,06305550656,SA0513122,06305550656,"PZA RENATO CASALBORE, 12",Salerno,84124,Campania,,,,,620909,04/11/2024,,Attiva,S.R.L.
9719.,MODU S.R.L.,IT06304330654,06304330654,SA0513095,06304330654," ZONA INDUSTRIALE, 3",Salerno,84020,Campania,,,,,,31/10/2024,,Attiva,S.R.L.
9720.,ARACNE BIONTECH S.R.L.,IT06298770659,06298770659,SA0512604,06298770659,"VIA SAN LEONARDO, 26",Salerno,84131,Campania,,,,,721100,07/10/2024,,Attiva,S.R.L.
9721.,MAE S.R.L.,IT06297330653,06297330653,SA0512582,06297330653,"VIA ARMENIO CARLO ANGRISANI, 6",Salerno,84014,Campania,,,,,,01/10/2024,,Attiva,S.R.L.
9722.,METODO S.R.L.,IT06296980656,06296980656,SA0512462,06296980656,"VIA IRNO, 11",Salerno,84135,Campania,,,,,910300,30/09/2024,,Attiva,S.R.L.
9723.,TIRRENA SISTEMI S.R.L. START UP INNOVATIVA,IT06293660657,06293660657,SA0512246,06293660657,"VIA ANDREA ROMALDO, 8",Salerno,84134,Campania,,,,,620100,11/09/2024,,Attiva,S.R.L.
9724.,YURECA - S.R.L.,IT06292560650,06292560650,SA0512183,06292560650,"VIA STARZA, 49",Salerno,84012,Campania,,,,,620100,10/09/2024,,Attiva,S.R.L.
9725.,QUANTUM KET S.R.L.,IT06292860654,06292860654,SA0512125,06292860654,"VIA FRAVITA, 122",Salerno,84080,Campania,,,,,829999,09/09/2024,,Attiva,S.R.L.
9726.,EXELAND S.R.L.,IT06286070658,06286070658,SA0511759,06286070658," CALABRIE, 33/B",Salerno,84131,Campania,,,,,620200,23/07/2024,,Attiva,S.R.L.
9727.,CLAP SRL,IT06285170657,06285170657,SA0511643,06285170657,"PZA D'AMORA, 3",Salerno,84014,Campania,,,,,465209,15/07/2024,,Attiva,S.R.L.
9728.,MIOTRICOLOGO S.R.L.,IT06280870657,06280870657,SA0511196,06280870657,"VIA ROBERTO SANTAMARIA, 6",Salerno,84128,Campania,,,,,620909,28/06/2024,,Attiva,S.R.L.
9729.,DM TECHNOLOGY S.R.L.,IT06280600658,06280600658,SA0511162,06280600658, INDUSTRIE,Salerno,84018,Campania,,,,,721909,28/06/2024,,Attiva,S.R.L.
9730.,HWYL SOCIETA' A RESPONSABILITA' LIMITATA,IT06279640657,06279640657,SA0511146,06279640657,"VIA ADRIANO AUROFINO, 22",Salerno,84127,Campania,,,,,631200,27/06/2024,,Attiva,S.R.L.
9731.,VIVIDE S.R.L.,IT06279180654,06279180654,SA0511118,06279180654,"VIA ANTONIO AMATO, 20/22",Salerno,84131,Campania,,,,,,19/06/2024,,Attiva,S.R.L.
9732.,ORGANOIDS FACTORY LAB SRL,IT06275680657,06275680657,SA0510905,06275680657,"VIA SAN FELICE IN PASTORANO, 6/A",Salerno,84100,Campania,,,,,721100,11/06/2024,,Attiva,S.R.L.
9733.,AYRA S.R.L.,IT06276780654,06276780654,SA0510843,06276780654,"PZA VITTORIO EMANUELE, 9",Salerno,84084,Campania,,,,,721909,07/06/2024,,Attiva,S.R.L.
9734.,FORSEC SRL,IT06276000657,06276000657,SA0510832,06276000657,"VIA GAUDIO MAIORI, 1",Salerno,84013,Campania,,,,,620100,05/06/2024,,Attiva,S.R.L.
9735.,FUTURA INNOVAZIONE SRL,IT06275860655,06275860655,SA0510827,06275860655,VIA IRNO,Salerno,84098,Campania,,,,,721909,06/06/2024,,Attiva,S.R.L.
9736.,FLORIFY S.R.L.,IT06274960654,06274960654,SA0510763,06274960654,"VIA CALABRIA, 2",Salerno,84091,Campania,,,,,631200,29/05/2024,,Attiva,S.R.L.
9737.,ACOUSTIC MEASUREMENT SOLUTIONS START - UP INNOVATIVA S.R.L. IN AB BREVIATO AM SO,IT06273610656,06273610656,SA0510658,06273610656,"PZA RENATO CASALBORE, 12",Salerno,84124,Campania,,,,,721909,29/05/2024,,Attiva,S.R.L.
9738.,SPORTEE S.R.L.,IT06273040656,06273040656,SA0510625,06273040656,"VIA MADONNA DI FATIMA, 182",Salerno,84129,Campania,,,,,620100,27/05/2024,,Attiva,S.R.L.
9739.,NISIDA TECHNOLOGIES S.R.L.,IT06271280650,06271280650,SA0510550,06271280650,"VLO VIRGINI, 11",Salerno,84078,Campania,,,,,749031,20/05/2024,,Attiva,S.R.L.
9740.,LEIT SRL,IT06272260651,06272260651,SA0510502,06272260651,"VIA DONATO SOMMA, 18",Salerno,84129,Campania,,,,,711220,17/05/2024,,Attiva,S.R.L.
9741.,ADIVO SRL,IT06269550650,06269550650,SA0510299,06269550650,"VIA CROCE MALLONI, 93",Salerno,84015,Campania,,,,,239900,10/05/2024,,Attiva,S.R.L.
9742.,WORKFACE S.R.L.,IT06268640650,06268640650,SA0510221,06268640650,"VIA NICOLA PETROSINO, 40",Salerno,84135,Campania,,,,,781000,08/05/2024,,Attiva,S.R.L.
9743.,BIOENTESI S.R.L.,IT06267030655,06267030655,SA0510152,06267030655,"PZA RISORGIMENTO, 12",Salerno,84098,Campania,,,,,721100,03/05/2024,,Attiva,S.R.L.
9744.,EM2 DOMUS S.R.L.,IT06262930651,06262930651,SA0509852,06262930651,"VIA GARIBALDI, 49",Salerno,84033,Campania,,,,,681000,16/04/2024,,Attiva,S.R.L.
9745.,G.E.S. GLOBAL EXTRACTION SOLUTIONS SRL,IT06259550652,06259550652,SA0509542,06259550652," ST. STATALE 19 DELLE CALABRIE, SNC",Salerno,84028,Campania,,,,,721909,27/03/2024,,Attiva,S.R.L.
9746.,STAITECH (SUSTAINABLE TECHNOLOGY) S.R.L.,IT06258670659,06258670659,SA0509518,06258670659,"VIA NUFILO, 13",Salerno,84080,Campania,,,,,721909,27/03/2024,,Attiva,S.R.L.
9747.,NI.MA. S.R.L.,IT06257720653,06257720653,SA0509349,06257720653," DEMOCRAZIA, 126/128",Salerno,84022,Campania,,,,,477320,25/03/2024,,Attiva,S.R.L.
9748.,WINELAB & DISTRIBUTION S.R.L.,IT06257790656,06257790656,SA0509342,06257790656,"VIA GIACOMO MATTEOTTI, 10",Salerno,84012,Campania,,,,,620100,22/03/2024,,Attiva,S.R.L.
9749.,UNIVERSE S.R.L.,IT06252270654,06252270654,SA0508920,06252270654,"VIA MATTEO DELLA CORTE, 15",Salerno,84013,Campania,,,,,855990,28/02/2024,,Attiva,S.R.L.
9750.,IGETONBOARD S.R.L.,IT06250500656,06250500656,SA0508763,06250500656,"VIA FRATELLI NAPOLI, 26",Salerno,84084,Campania,,,,,620100,23/02/2024,,Attiva,S.R.L.
9751.,INNOVA4CITY S.R.L.,IT06248950658,06248950658,SA0508760,06248950658,"VIA ARCANGELO ROTUNNO, 43",Salerno,84134,Campania,,,,,620909,21/02/2024,,Attiva,S.R.L.
9752.,LEKTON.AI SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,IT06247600650,06247600650,SA0508753,06247600650,"VIA CARLO PISACANE, 11",Salerno,84043,Campania,,,,,620200,19/02/2024,,Attiva,S.R.L. semplificata
9753.,NEW DIGITAL CONSULTING S.R.L. - SOCIETA' BENEFIT,IT06249080653,06249080653,SA0508751,06249080653,"VIA ENRICO BOTTIGLIERI, 17",Salerno,84134,Campania,,,,,266002,22/02/2024,,Attiva,S.R.L.
9754.,AC.AI. PROJECT START UP INNOVATIVA SRL,IT06245050650,06245050650,SA0508605,06245050650,"VIA SAN LEONARDO, 120",Salerno,84131,Campania,,,,,721909,13/02/2024,,Attiva,S.R.L.
9755.,CASABUFALA.IT S.R.L.,IT06248110659,06248110659,SA0508598,06248110659,"VIA BUOZZI, 10",Salerno,84091,Campania,,,,,479110,16/02/2024,,Attiva,S.R.L.
9756.,PHY4 SRLS,IT06247370650,06247370650,SA0508528,06247370650,"VIA GIOVANNI PAOLO II, 132",Salerno,84084,Campania,,,,,721909,13/02/2024,,Attiva,S.R.L. semplificata
9757.,MELTICA SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA STARTUP INNOVATIVA,IT06246130659,06246130659,SA0508345,06246130659,"VLE ALDO MORO, 1/F",Salerno,84081,Campania,,,,,721909,12/02/2024,,Attiva,S.R.L. semplificata
9758.,AMPERE TRANSITION S.R.L.,IT13210490960,13210490960,SA0508013,13210490960,"VIA POSIDONIA, 55",Salerno,84127,Campania,,,,,620100,31/10/2023,,Attiva,S.R.L.
9759.,GRUV S.R.L. SOCIETA' BENEFIT,IT06240200656,06240200656,SA0507928,06240200656,"VIA ENRICO PERITO, 15",Salerno,84025,Campania,,,,,620200,25/01/2024,,Attiva,S.R.L.
9760.,KLEOSELENE S.R.L.,IT06235210652,06235210652,SA0507721,06235210652,"VIA SAN PIETRO, 5",Salerno,84018,Campania,,,,,479110,12/01/2024,,Attiva,S.R.L.
9761.,SANTORO INNOVATION HUB S.R.L.,IT06226420658,06226420658,SA0507044,06226420658,"VIA SAN LEONARDO, 55",Salerno,84131,Campania,,,,,620100,05/12/2023,,Attiva,S.R.L.
9762.,DIANAHUNTERS S.R.L.,IT06220050659,06220050659,SA0506728,06220050659,"VIA GABRIELE GUGLIELMI, 6",Salerno,84122,Campania,,,,,620100,03/11/2023,,Attiva,S.R.L.
9763.,GLAKOLENS S.R.L.,IT06218560651,06218560651,SA0506327,06218560651,LGO ABATE CONFORTI,Salerno,84121,Campania,,,,,721909,31/10/2023,,Attiva,S.R.L.
9764.,MEDINAV ITALIA SRL,IT06203600652,06203600652,SA0505159,06203600652,"LGO ABATE CONFORTI, 147",Salerno,84121,Campania,,,,,620100,03/08/2023,,Attiva,S.R.L.
9765.,TRAVEL AND CHARTER S.R.L. START UP INNOVATIVA,IT06198320654,06198320654,SA0504726,06198320654,VIA POZZILLO,Salerno,84048,Campania,,,,,620100,13/07/2023,,Attiva,S.R.L.
9766.,3Q ENERGY SRL,IT06196040650,06196040650,SA0504668,06196040650,"VIA SAN SEVERINO TOMMASO, 6/F",Salerno,84081,Campania,,,,,351100,03/07/2023,,Attiva,S.R.L.
9767.,MONACI DIGITALI S.R.L.,IT06185050652,06185050652,SA0503868,06185050652,VLE CERTOSA,Salerno,84034,Campania,,,,,620200,16/05/2023,,Attiva,S.R.L.
9768.,SUNMOTIVE S.R.L. START UP INNOVATIVA,IT06164670652,06164670652,SA0502054,06164670652,"VIA IRNO, 183",Salerno,84135,Campania,,,,,721909,27/02/2023,,Attiva,S.R.L.
9769.,NCD INNOVATION S.R.L.,IT06139700659,06139700659,SA0500270,06139700659,"VIA BARBAZZANO, 81",Salerno,84016,Campania,,,,,620100,15/11/2022,,Attiva,S.R.L.
9770.,BIX INCUBATOR S.P.A.,IT06136140651,06136140651,SA0500036,06136140651,"VIA CEFALONIA, 1",Salerno,84025,Campania,VIA CEFALONIA 1,Salerno,84025,CAMPANIA,702209,02/11/2022,,Attiva,S.P.A.
9771.,AEL OLTRE L'ARTE SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICAT A,IT01665250294,01665250294,RO0459979,01665250294,"VIA GIUSEPPE DI RORAI, 10",Rovigo,45100,Veneto,,,,,631200,04/10/2024,,Attiva,S.R.L. semplificata
9772.,EVV SOLUTIONS S.R.L.,IT01663940292,01663940292,RO0459417,01663940292,"VIA MAESTRI DEL LAVORO, 7/E",Rovigo,45100,Veneto,,,,,620100,05/09/2024,,Attiva,S.R.L.
9773.,MARK & MORS SRL,IT01658930290,01658930290,RO0457369,,"VIA ROMA, 61",Rovigo,45014,Veneto,,,,,741010,11/04/2024,,Attiva,S.R.L.
9774.,SENTRICS SRL,IT01654700291,01654700291,RO0455601,01654700291,"VLE DOMENICO ANGELI, 47",Rovigo,45100,Veneto,,,,,620100,26/01/2024,,Attiva,S.R.L.
9775.,KREOHO S.R.L.,IT01654230299,01654230299,RO0455330,01654230299,"VIA GIUSEPPE MAZZINI, 4",Rovigo,45100,Veneto,,,,,631200,19/01/2024,,Attiva,S.R.L.
9776.,EXIMTRADE S.R.L.,IT01649490297,01649490297,RO0453566,01649490297,"VIA GERMANIA, 11",Rovigo,45030,Veneto,,,,,620100,05/10/2023,,Attiva,S.R.L.
9777.,JIT TECHNOLOGIES SRL,IT04776470405,04776470405,RN0440245,04776470405,"VIA RIGARDARA, 39",Rimini,47853,Emilia-Romagna,,,,,620100,19/12/2024,,Attiva,S.R.L.
9778.,FERRARO S.R.L.,IT04771300409,04771300409,RN0439824,04771300409,"VLE EUTERPE, 3/Q",Rimini,47923,Emilia-Romagna,,,,,620100,07/11/2024,,Attiva,S.R.L.
9779.,DL SELFPOINT SRL,IT04769980402,04769980402,RN0439598,04769980402,"VIA CERRO, 516",Rimini,47832,Emilia-Romagna,,,,,620100,22/10/2024,,Attiva,S.R.L.
9780.,WAHU SRL,IT04768000400,04768000400,RN0439430,04768000400,"VIA GIACOMO BRODOLINI, 4",Rimini,47922,Emilia-Romagna,,,,,289300,09/10/2024,,Attiva,S.R.L.
9781.,DELLA VITTORIA SRL,IT04763910405,04763910405,RN0439122,04763910405,"VIA CRISTOFORO FONTEMAGGI, 9",Rimini,47923,Emilia-Romagna,,,,,620100,12/09/2024,,Attiva,S.R.L.
9782.,LSCM S.R.L.,IT04757390408,04757390408,RN0438968,04757390408,"VLE GIUSEPPE GIUSTI, 35",Rimini,47921,Emilia-Romagna,,,,,141929,09/07/2024,,Attiva,S.R.L.
9783.,FONDAMENTA S.R.L. START UP INNOVATIVA,IT04761150400,04761150400,RN0438911,04761150400,"VIA MARECCHIESE, 166",Rimini,47922,Emilia-Romagna,,,,,829999,07/08/2024,,Attiva,S.R.L.
9784.,IDEA LIGNUM S.R.L.,IT04760960403,04760960403,RN0438906,04760960403,"VIA RIGARDARA, 39",Rimini,47853,Emilia-Romagna,,,,,620100,06/08/2024,,Attiva,S.R.L.
9785.,IGEA PLOUTON S.R.L.,IT04759680400,04759680400,RN0438778,04759680400,"VIA CAVALCANTI, 3",Rimini,47843,Emilia-Romagna,,,,,108600,01/08/2024,,Attiva,S.R.L.
9786.,GEN00 SRL,IT04758340402,04758340402,RN0438694,04758340402,"VIA TORCONCA, 11",Rimini,47842,Emilia-Romagna,,,,,620100,18/07/2024,,Attiva,S.R.L.
9787.,SMART ELEPHANT S.R.L.,IT04755690403,04755690403,RN0438367,04755690403,"VIA GIULIO PASTORE, 26",Rimini,47922,Emilia-Romagna,,,,,279009,20/06/2024,,Attiva,S.R.L.
9788.,CAB MEDICAL SRL,IT04749440402,04749440402,RN0437852,04749440402,"VLE EMPOLI, 29",Rimini,47838,Emilia-Romagna,,,,,325011,20/05/2024,,Attiva,S.R.L.
9789.,RESTORE SRL,IT04748360403,04748360403,RN0437720,04748360403,"VIA FLAMINIA, 171",Rimini,47923,Emilia-Romagna,,,,,620100,09/05/2024,,Attiva,S.R.L.
9790.,LARP RADAR SRL,IT04743180400,04743180400,RN0437297,04743180400,"VIA C. MANCINI, 2/C",Rimini,47841,Emilia-Romagna,,,,,620909,08/04/2024,,Attiva,S.R.L.
9791.,FADA 04 SRL,IT04742020409,04742020409,RN0437218,04742020409,"GAL LA FORNACE, 1",Rimini,47822,Emilia-Romagna,,,,,749093,04/04/2024,,Attiva,S.R.L.
9792.,AKUATIKA S.R.L.,IT04734840400,04734840400,RN0436482,04734840400,"VIA CA' FABBRO, 15",Rimini,47833,Emilia-Romagna,,,,,620100,22/02/2024,,Attiva,S.R.L.
9793.,LEVERY S.R.L. SOCIETA' BENEFIT,IT04730050400,04730050400,RN0436139,04730050400,"VIA PISINO, 66",Rimini,47814,Emilia-Romagna,,,,,721909,01/02/2024,,Attiva,S.R.L.
9794.,IGYM SRL,IT04716770401,04716770401,RN0435187,04716770401,"VIA FLAMINIA, 171/SCALA B 4 P",Rimini,47923,Emilia-Romagna,,,,,620100,19/12/2023,,Attiva,S.R.L.
9795.,BIOSTERA ITALY S.R.L. INTEGRATED CYCLES SYSTEMS,IT04712890401,04712890401,RN0434831,04712890401,"GAL LA FORNACE, 1",Rimini,47822,Emilia-Romagna,,,,,283090,15/11/2023,,Attiva,S.R.L.
9796.,METARESOURCE S.R.L.,IT17875691002,17875691002,RM1748917,17875691002," VERBENA, 45",Roma,00126,Lazio,,,,,620200,18/12/2024,,Attiva,S.R.L.
9797.,YEP S.R.L.,IT17881081008,17881081008,RM1748450,17881081008,"PZA SALLUSTIO, 3",Roma,00187,Lazio,,,,,702209,19/12/2024,,Attiva,S.R.L.
9798.,NEOVISION S.R.L.,IT17880591007,17880591007,RM1748397,17880591007," AFFOGALASINO, 34",Roma,00148,Lazio,,,,,620100,18/12/2024,,Attiva,S.R.L.
9799.,AIDIT S.R.L.,IT17870251000,17870251000,RM1747971,17870251000,"VIA CRISTOFORO COLOMBO, 134",Roma,00147,Lazio,,,,,,10/12/2024,,Attiva,S.R.L.
9800.,FENPACK S.R.L.,IT17869601009,17869601009,RM1747742,17869601009,"VLE MARCO POLO, 51",Roma,00154,Lazio,,,,,620100,12/12/2024,,Attiva,S.R.L.
9801.,UPSERV.ME SOCIETA' A RESPONSABILITA' LIMITATA,IT17868281001,17868281001,RM1747310,17868281001,"VIA GIAN LUCA SQUARCIALUPO, 19",Roma,00162,Lazio,,,,,620100,10/12/2024,,Attiva,S.R.L.
9802.,NETHO S.R.L.,IT17865021004,17865021004,RM1747258,17865021004," SPIGHE, 26/A",Roma,00172,Lazio,,,,,702209,05/12/2024,,Attiva,S.R.L.
9803.,KUAL SOCIETA' A RESPONSABILITA' LIMITATA,IT17866361003,17866361003,RM1747157,17866361003," MONTAGNE ROCCIOSE, 31",Roma,00144,Lazio,,,,,620100,04/12/2024,,Attiva,S.R.L.
9804.,CAPARRA DIGITALE S.R.L.,IT17865611002,17865611002,RM1747110,17865611002," DONNA OLIMPIA, 166",Roma,00152,Lazio,,,,,620100,09/12/2024,,Attiva,S.R.L.
9805.,CRYPTHOLIDAY S.R.L.,IT17861931008,17861931008,RM1746774,17861931008,"VLE EUROPA, 98",Roma,00144,Lazio,,,,,620909,02/12/2024,,Attiva,S.R.L.
9806.,IRON BM S.R.L.,IT17858371002,17858371002,RM1746523,17858371002,"VIA PIEMONTE, 117",Roma,00187,Lazio,,,,,620909,27/11/2024,,Attiva,S.R.L.
9807.,M.G.B. IELADO S.R.L.,IT17856271006,17856271006,RM1746362,17856271006," ARDONI, 20",Roma,00018,Lazio,,,,,721909,22/11/2024,,Attiva,S.R.L.
9808.,ETERNA STUDIO SOCIETA' A RESPONSABILITA' LIMITATA,IT17853901001,17853901001,RM1746332,17853901001,"VLE UMBERTO TUPINI, 101",Roma,00144,Lazio,,,,,591100,27/11/2024,,Attiva,S.R.L.
9809.,GEM COACHING SRL,IT17853501009,17853501009,RM1746144,17853501009," OLGIATA, 15",Roma,00123,Lazio,,,,,620100,25/11/2024,,Attiva,S.R.L.
9810.,EQUIDIGITAL S.R.L.,IT17852181001,17852181001,RM1746017,17852181001,"VIA BETTOLO GIOVANNI AMMIRAGLIO, 6",Roma,00195,Lazio,,,,,620100,20/11/2024,,Attiva,S.R.L.
9811.,MEDVISONAI S.R.L.,IT17851261002,17851261002,RM1745935,17851261002,"VIA CRISTOFORO COLOMBO, 112",Roma,00147,Lazio,,,,,620100,18/11/2024,,Attiva,S.R.L.
9812.,JOBS BOOK S.R.L.,IT17849331008,17849331008,RM1745786,17849331008,"VLE PIAVE, 22",Roma,00040,Lazio,,,,,620100,13/11/2024,,Attiva,S.R.L.
9813.,GR.IP TECNOLOGICA - SOCIETA' A RESPONSABILITA' LIMITATA,IT17848071001,17848071001,RM1745727,17848071001,"VIA CAIO MARIO, 27",Roma,00192,Lazio,,,,,721909,21/11/2024,,Attiva,S.R.L.
9814.,CINPLE SRL,IT17834351003,17834351003,RM1745246,17834351003,"VIA ANDREA MILLEVOI, 763",Roma,00178,Lazio,,,,,631200,12/11/2024,,Attiva,S.R.L.
9815.,AI CASA SRL,IT17812441008,17812441008,RM1744794,17812441008,"VIA STEROPE, 15",Roma,00133,Lazio,,,,,631200,06/11/2024,,Attiva,S.R.L.
9816.,WOPPH S.R.L.,IT17820831000,17820831000,RM1744350,17820831000,"VIA MUZIO SCEVOLA, 119",Roma,00181,Lazio,,,,,731102,28/10/2024,,Attiva,S.R.L.
9817.,BUONTO SOCIETA' A RESPONSABILITA' LIMITATA,IT17823621002,17823621002,RM1743886,17823621002," ARTE, 19/A",Roma,00144,Lazio,,,,,620100,29/10/2024,,Attiva,S.R.L.
9818.,EIQUS ITALIA SOCIETA' A REPONSABILITA' LIMITATA,IT17820121006,17820121006,RM1743615,17820121006,"VIA MARIANNA DIONIGI, 17",Roma,00193,Lazio,,,,,722000,18/09/2024,,Attiva,S.R.L.
9819.,LITLYX SRL,IT17814721001,17814721001,RM1743194,17814721001,"VLE TIRRENO, 187",Roma,00141,Lazio,,,,,620100,21/10/2024,,Attiva,S.R.L.
9820.,ONEPLACESUBS SOCIETA' A RESPONSABILITA' LIMITATA IN BREVE ANCHE ONEPLACESUBS S.R.L.,IT17814191007,17814191007,RM1743154,17814191007," SAN DOMENICO, 20",Roma,00153,Lazio,,,,,620100,22/10/2024,,Attiva,S.R.L.
9821.,KEYDOS SRL STARTUP INNOVATIVA,IT17813661000,17813661000,RM1743117,17813661000,"VIA LAGO DEI TARTARI, 73",Roma,00012,Lazio,,,,,620100,14/10/2024,,Attiva,S.R.L.
9822.,UNANIME777 S.R.L.,IT17811151004,17811151004,RM1742995,17811151004,"VIA GUIDO CASTELNUOVO, 22/24",Roma,00146,Lazio,,,,,620100,14/10/2024,,Attiva,S.R.L.
9823.,GENOMICS AI S.R.L.,IT17809981008,17809981008,RM1742861,17809981008," SORGENTI, 93",Roma,00046,Lazio,,,,,721100,16/10/2024,,Attiva,S.R.L.
9824.,PROBELIVE S.R.L.,IT17793761002,17793761002,RM1742175,17793761002,"VIA DOGANALE, 150",Roma,00052,Lazio,,,,,721100,04/10/2024,,Attiva,S.R.L.
9825.,DURMAST S.R.L.,IT17799371004,17799371004,RM1742131,17799371004,"VIA CHIANA, 35",Roma,00198,Lazio,,,,,620100,02/10/2024,,Attiva,S.R.L.
9826.,VIBRA SRL,IT17799171008,17799171008,RM1742111,17799171008,"PZA LODOVICO CERVA, 43",Roma,00143,Lazio,,,,,620909,07/10/2024,,Attiva,S.R.L.
9827.,CREDIZEN AI SOCIETA' A RESPONSABILITA' LIMITATA,IT17792541009,17792541009,RM1741676,17792541009,"VIA VITTORIO VENETO, 54/B",Roma,00187,Lazio,,,,,620100,04/10/2024,,Attiva,S.R.L.
9828.,GRANMA S.R.L.,IT17791191004,17791191004,RM1741582,17791191004,"VIA REGGIO EMILIA, 29",Roma,00198,Lazio,,,,,620909,02/10/2024,,Attiva,S.R.L.
9829.,SEVEN HILLS STUDIO S.R.L.,IT17785781000,17785781000,RM1741192,17785781000,"VIA SAN TOMMASO D'AQUINO, 47",Roma,00136,Lazio,,,,,552051,26/09/2024,,Attiva,S.R.L.
9830.,QUANTUM INTELLIGENCE CYBERSECURITY S.R.L.,IT17779551005,17779551005,RM1741063,17779551005," ARTE, 25",Roma,00144,Lazio,,,,,620200,20/09/2024,,Attiva,S.R.L.
9831.,WEBTIER S.R.L.,IT17778201008,17778201008,RM1740691,17778201008,"VIA SIMONE MARTINI, 135",Roma,00142,Lazio,,,,,620100,17/09/2024,,Attiva,S.R.L.
9832.,GAIN360 S.R.L.,IT13686250963,13686250963,RM1740637,13686250963,"VIA GIACOMO PERONI, 400",Roma,00131,Lazio,,,,,620100,16/07/2024,,Attiva,S.R.L.
9833.,HACKPACKING S.R.L.,IT17765291004,17765291004,RM1740290,17765291004,"VIA ANSELMO CIAPPI, 12",Roma,00149,Lazio,,,,,772910,13/09/2024,,Attiva,S.R.L.
9834.,PLANTIVERSE S.R.L.,IT17762971004,17762971004,RM1740259,17762971004,"VIA BENADIR, 8",Roma,00199,Lazio,,,,,620100,12/09/2024,,Attiva,S.R.L.
9835.,PLAY FOR ACTION S.R.L.,IT17761631005,17761631005,RM1740212,17761631005,"VIA MEDIANA, 117",Roma,,Lazio,,,,,479110,11/09/2024,,Attiva,S.R.L.
9836.,FARSEEK S.R.L.,IT17767031002,17767031002,RM1739984,17767031002,"VIA ALESSANDRO MALLADRA, 39",Roma,00157,Lazio,,,,,620100,12/09/2024,,Attiva,S.R.L.
9837.,UPPER LIVING S.R.L.,IT17766671006,17766671006,RM1739964,17766671006,"VIA TRILUSSA, 202",Roma,00041,Lazio,,,,,631200,12/09/2024,,Attiva,S.R.L.
9838.,NEW ROME TECHNOLOGY S.R.L.,IT17759641008,17759641008,RM1739505,17759641008,"VLE LOUIS PASTEUR, 49",Roma,00144,Lazio,,,,,620100,05/09/2024,,Attiva,S.R.L.
9839.,ARFLY SRL,IT17759591005,17759591005,RM1739504,17759591005," AFFOGALASINO, 34",Roma,00148,Lazio,,,,,620100,06/09/2024,,Attiva,S.R.L.
9840.,MAAIREACT - SOCIETA' A RESPONSABILITA' LIMITATA,IT17755001009,17755001009,RM1739290,17755001009,"VIA ROCCO DE ZERBI, 52",Roma,00128,Lazio,,,,,620200,03/09/2024,,Attiva,S.R.L.
9841.,ATECON ENERGIA S.P.A. - SOCIETA' BENEFIT,IT17750141008,17750141008,RM1739169,17750141008,"VIA ODERISI DA GUBBIO, 13/A",Roma,00146,Lazio,,,,,749032,02/09/2024,,Attiva,S.P.A.
9842.,TELLYWINE SRL,IT17739701005,17739701005,RM1738861,17739701005,"VIA GIOVANNI NICOTERA, 29",Roma,00195,Lazio,,,,,631120,02/08/2024,,Attiva,S.R.L.
9843.,KIRAN BIOTECH S.R.L.,IT17741061000,17741061000,RM1738709,17741061000," SANTI PIETRO E PAOLO, 50",Roma,00144,Lazio,,,,,721100,01/08/2024,,Attiva,S.R.L.
9844.,COCI S.R.L.,IT17734371002,17734371002,RM1738615,17734371002,"VIA SAVOIA, 84",Roma,00198,Lazio,,,,,620100,31/07/2024,,Attiva,S.R.L.
9845.,WHEELO S.R.L.,IT17735701009,17735701009,RM1738578,17735701009," GIULIANA, 32",Roma,00195,Lazio,,,,,620100,01/08/2024,,Attiva,S.R.L.
9846.,ACB INNOVATION S.R.L.,IT17739121006,17739121006,RM1738558,17739121006,"VIA PANAMA, 54",Roma,00198,Lazio,,,,,620100,05/08/2024,,Attiva,S.R.L.
9847.,ENVIFY S.R.L.,IT17737451009,17737451009,RM1738543,17737451009,"VIA CARMELO MAESTRINI, 340",Roma,00128,Lazio,,,,,620100,02/08/2024,,Attiva,S.R.L.
