Organization Name,Organization Name URL,IPO Status,Company Type,Industries,Number of Employees,Headquarters Location,CB Rank (Organization),Stage,CB Rank (Company),Stock Symbol,Stock Symbol URL,Similar Companies,CB Rank (School),Number of Events,Stock Exchange,Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Delisted Date,Delisted Date Precision,IPO Date,Acquisition Terms,Acquisition Type,Price,Price Currency,Price (in USD),Announced Date,Announced Date Precision,Acquired by,Acquired by URL,Transaction Name,Transaction Name URL,Acquisition Status,Number of Acquisitions,Number of Investors,Number of Lead Investors,Top 5 Investors,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Last Equity Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Funding Type,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Date,Funding Status,Number of Funding Rounds,Founders,Number of Founders,Industry Groups,Accelerator Program Type,Accelerator Duration (in weeks),Accelerator Application Deadline,Investment Stage,Investor Type,Full Description,Phone Number,Contact Email,LinkedIn,Website,Closed Date,Closed Date Precision,Exit Date,Exit Date Precision,Founded Date,Founded Date Precision,Operating Status,Description,Estimated Revenue Range,Postal Code,Headquarters Regions,Number of Portfolio Organizations
YB Formazione,https://www.crunchbase.com/organization/yb-formazione,Private,For Profit,"Human Resources, Staffing Agency, Training",1-10,"Rimini, Emilia-Romagna, Italy","3,548,800",,"3,456,520",,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Administrative Services, Education",,,,,,"YB Formazione offers staffing and HR services. They provide calls and funded training. They also design calls with non-repayable grants of all kinds, with a particular focus on those relating to the field of training using inter professional funds. Their consulting approach provides a cognitive meeting, in which customers will illustrate their goals.",+39 342 809 9229,info@yourboost.it,https://www.linkedin.com/company/yb-formazione/,https://ybformazione.it,,,,,2018-01-01,year,Active,YB Formazione provides financed training and family coaching services.,,47924,"European Union (EU), Europe, Middle East, and Africa (EMEA)",
Yakki,https://www.crunchbase.com/organization/yakki,Private,For Profit,"Recreation, Sports, Tourism",1-10,"Santa Cristina, Umbria, Italy","2,143,502",,"2,077,651",,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sports, Travel and Tourism",,,,,,,+39 339 745 4588,info@yakki.net,https://www.linkedin.com/company/yakki/,https://yakki.net,,,,,2019-01-01,year,Active,"Yakki​ is the first global platform that connects outdoor enthusiasts with certified guides, passionate professionals, and local experts.",,39047,"European Union (EU), Europe, Middle East, and Africa (EMEA)",
YA.BE,https://www.crunchbase.com/organization/ya-be,Private,For Profit,"Beauty, Cosmetics, E-Commerce",1-10,"Castelnuovo Rangone, Emilia-Romagna, Italy","2,948,606",,"2,870,676",,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valeria Scargetta,1,"Commerce and Shopping, Consumer Goods",,,,,,,+39 324 089 4163,info@yabebeauty.com,https://www.linkedin.com/company/yabebeauty/,https://yabebeauty.com/,,,,,2019-01-01,year,Active,YA.BE is an e-commerce website that sells natural cosmetics and organic beauty products.,Less than $1M,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",
Y Media Analytica,https://www.crunchbase.com/organization/y-media-analytica,Private,For Profit,"Online Portals, Publishing, Training",,"Avellino, Campania, Italy","3,099,382",,"3,018,688",,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Content and Publishing, Education, Internet Services, Media and Entertainment",,,,,,"Y Media Analytica is an artificial intelligence methodology and predictive analysis model for the conception, design, and creation of web portals, news agencies, market research, and opinion polls. They adopt corporate social responsibility and value co-creation. For inquiries, telephone and email are used.",,info@ymedianalytica.eu,,https://www.ymedianalytica.eu,,,,,2018-01-01,year,Active,"Y Media Analytica provides online publishing, communication, and analytics services.",,83100,"European Union (EU), Europe, Middle East, and Africa (EMEA)",
Y Digital Firm,https://www.crunchbase.com/organization/y-digital-firm,Private,For Profit,"Consulting, Information Technology, Innovation Management, Sustainability",1-10,"Mondragone, Lazio, Italy","3,410,240",,"3,322,207",,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Information Technology, Professional Services, Sustainability",,,,,,"Y Digital Firm help entrepreneurs to achieve their business goals. They design, develop and integrate technologies. They collaborate with customers accompanying them in the phases that define their project of growth and digital transformation. They provide guidance, assistance, and interventions at each stage of the design process. They provide innovation management, digital transformation, and sustainable development services.",+39 0823 978 623,info@y-digital.it,,https://y-digital.it,,,,,2022-01-01,month,Active,Y Digital Firm assists entrepreneurs and professionals in the digital transformation process.,,81034,"European Union (EU), Europe, Middle East, and Africa (EMEA)",
XYZ TECNO 3D,https://www.crunchbase.com/organization/xyz-tecno-3d,Private,For Profit,"3D Printing, Graphic Design, Laser",,"Gravina In Puglia, Puglia, Italy","1,830,798",,"1,769,527",,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering",,,,,,"XYZ TECNO 3D provides 3D printing, laser and CNC machining, graphics, and planning and development services. Their CNC pantograph is a machine controlled by 4 axes that allows the removal of shavings of various plastic, wood, and metal materials through the generation of CAD-CAM software.",+39 351 875 5135,info@xyztecno3d.com,,https://www.xyztecno3d.com,,,,,2020-01-01,year,Active,"XYZ TECNO 3D offers printing, engraving, consulting, and design services.",,70024,"European Union (EU), Europe, Middle East, and Africa (EMEA)",
Xprofiles,https://www.crunchbase.com/organization/xprofiles,Private,For Profit,"Consumer Goods, Home Improvement, Retail",1-10,"Porzano, Umbria, Italy","2,895,756",,"2,818,747",,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Commerce and Shopping, Consumer Goods, Real Estate",,,,,,,+39 30-903 8704,info@xprofiles.it,,https://www.xprofiles.it/,,,,,2018-07-24,day,Active,"Xprofiles offers curtain rails, mosquito nets, Venetian blinds and accessories like a metal whip, ribbon, hooks, and slidings.",Less than $1M,25024,"European Union (EU), Europe, Middle East, and Africa (EMEA)",
XPChain,https://www.crunchbase.com/organization/xpchain,Private,For Profit,"Bitcoin, Cryptocurrency, Virtual Currency",1-10,"Riva Del Garda, Trentino-Alto Adige, Italy","3,271,472",,"3,187,117",,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Blockchain and Cryptocurrency, Financial Services, Payments, Software",,,,,,XPChain introduced a proof-of-stake method based on Bitcoin that basically supports SegWit functionality and uses an age-burnable PoS consensus algorithm by improving the existing proof-of-stake method. Decentralized liquidity program is a sub-project of XPChain focused on the project's brief growth.,,arnoldcho@xpchain.co.kr,https://www.linkedin.com/company/xpchain-experience-chain/,https://www.xpchain.co.kr,,,,,2019-01-01,year,Active,"XPChain is an accessible concept based on cryptocurrency in which individual experiences, thoughts, and ideas are shared and realized.",,38066,"European Union (EU), Europe, Middle East, and Africa (EMEA)",
Xoanonlabs,https://www.crunchbase.com/organization/xoanonlabs,Private,For Profit,"Financial Services, Software",1-10,"Taormina, Sicilia, Italy","2,944,485",,"2,866,614",,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Financial Services, Software",,,,,,,,,https://www.linkedin.com/company/xoanonlabs/,https://www.xoanonlabs.io/,,,,,2019-01-01,day,Active,Xoanon is an automated and systematic software solution to implement ESG preferences into existing investment processes.,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",
XiWeb,https://www.crunchbase.com/organization/xiweb,Private,,"Marketing, SEO, Web Design",1-10,"Marsala, Sicilia, Italy","1,256,077",,"1,204,356",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pietro Caprarotta,1,"Design, Internet Services, Sales and Marketing",,,,,,XiWeb primarily operates as a web and social media marketing agency.,+393892115593,info@xiweb.it,https://www.linkedin.com/company/xiweb/,https://www.xiweb.it,,,,,2018-07-01,day,Active,XiWeb primarily operates as a web and social media marketing agency.,,91025,"European Union (EU), Europe, Middle East, and Africa (EMEA)",
Xiaomi Store Italia,https://www.crunchbase.com/organization/xiaomi-store-italia,Private,For Profit,"Consumer Goods, E-Commerce, Electronics, Mobile",51-100,"Milano, Lombardia, Italy","965,017",,"919,875",,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Commerce and Shopping, Consumer Electronics, Consumer Goods, Hardware, Mobile",,,,,,,+63-919-073-7651,xiaomistoresmlucena@gmail.com,https://www.linkedin.com/company/xiaomi-store-italia/,https://www.mistoreitalia.com/,,,,,2018-01-01,year,Active,"Xiaomi Store Italia is an online store that provides smartphones, smart home devices, and accessories.",$1M to $10M,20146,"European Union (EU), Europe, Middle East, and Africa (EMEA)",
XEROMER,https://www.crunchbase.com/organization/xeromer,Private,For Profit,"Business Development, Cyber Security, Product Research",1-10,"Genova, Liguria, Italy","1,972,940",,"1,909,559",,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Data and Analytics, Design, Information Technology, Privacy and Security, Professional Services",,,,,,"XEROMER is part of the ICT innovation pole. They offer a network that brings in the field of ICT and digital technologies to develop innovative businesses, research, and development projects with strong potential and repercussions on the economic fabric. They completed the paperwork to display the research development projects.",,info-CEO@xeromer.org,,https://www.xeromer.org,,,,,2022-05-01,month,Active,XEROMER is a network that offers ICT and digital technologies to develop businesses and research development projects.,,16043,"European Union (EU), Europe, Middle East, and Africa (EMEA)",
XEEL,https://www.crunchbase.com/organization/xeel,Private,For Profit,"Business Development, Information Technology, Software, Software Engineering",11-50,"Cascina, Toscana, Italy","1,526,361",,"1,469,902",,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Information Technology, Professional Services, Science and Engineering, Software",,,,,,XEEL a project is a combination of Technology and Business. XEEL is the solution for large companies that intend to evolve their business into a 4.0 company.,+39 050 0987316,info@xeel.tech,https://www.linkedin.com/company/xeeltech,https://xeel.tech,,,,,2018-01-01,year,Active,XEEL is a software that provides business solutions.,Less than $1M,56021,"European Union (EU), Europe, Middle East, and Africa (EMEA)",
XDOM BnB,https://www.crunchbase.com/organization/xdom,Private,For Profit,"Electronics, Information Technology, Mobile Apps",1-10,"Aversa, Campania, Italy","1,154,479",,"1,104,819",,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Apps, Consumer Electronics, Hardware, Information Technology, Mobile, Software",,,,,,"XDOM provides a remote control solution for managing doors in BnBs, hotels, and vacation homes. The system includes an integrated self check-in feature, eliminating the need for physical keys. Users can configure the XDOM module via the official XDOM BNB app, which requires setting up a Wi-Fi network. The platform supports efficient business management, making operations fast and convenient. It is ideal for automating the opening of individual rooms, entrance doors, garages, and access gates.",,info@xdombnb.com,https://www.linkedin.com/company/xdom-bnbintegrazioni@xdombnb.com,https://xdombnb.com,,,,,2019-01-01,year,Active,"XDOM offers remote door control and self check-in for BnBs, hotels, and vacation homes.",$1M to $10M,81031,"European Union (EU), Europe, Middle East, and Africa (EMEA)",
Xconectia,https://www.crunchbase.com/organization/xconectia,Private,For Profit,"Internet of Things, Machine Learning",1-10,"Udine, Friuli-Venezia Giulia, Italy","2,045,162",,"1,980,743",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Software",,,,,,Xconectia offers the possibility of integrating any machine or line into its ecosystem and designing solutions and products that meet the specific needs of its customers. They promote virtuous behavior by acting as a deterrent and increasing the degree of attention.,,info@xconectia.com,https://www.linkedin.com/company/xconectia,https://www.xconectia.com,,,,,2022-01-01,year,Active,Xconectia develops IoT and IIoT tools for monitoring and tracing objects.,,33100,"European Union (EU), Europe, Middle East, and Africa (EMEA)",
X-PORT,https://www.crunchbase.com/organization/x-port,Private,For Profit,"Brand Marketing, Information Technology, Software",11-50,"Milano, Lombardia, Italy","1,607,173",,"1,549,360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Information Technology, Sales and Marketing, Software",,,,,,,+39 348 5749539,info@x-port.it,https://www.linkedin.com/company/xport-it,https://x-port.it,,,,,2021-01-01,year,Active,X-PORT is an IT company that promotes Amazon sellers and vendors products.,,20019,"European Union (EU), Europe, Middle East, and Africa (EMEA)",
WW Marine Technologies,https://www.crunchbase.com/organization/ww-marine-technologies,Private,For Profit,"Environmental Consulting, Marine Technology, Software",11-50,"Trieste, Friuli-Venezia Giulia, Italy","2,326,582",,"2,258,072",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Professional Services, Science and Engineering, Software",,,,,,"WW Marine Technologies develops vessel washing technology that reduces carbon and sulfur emissions. They provides automated washing, software, and recycling system. They collaborated with their partners to develop a robotic method for cleaning the hulls of commercial ships.",,info@wwmarinetechnologies.com,https://www.linkedin.com/company/wwmarinetechnologies/,https://marinetechnologies.it,,,,,2021-01-01,year,Active,"WW Marine Technologies develops technology to wash vessels, reducing carbon, and sulfur emissions.",$1M to $10M,34148,"European Union (EU), Europe, Middle East, and Africa (EMEA)",
WrldExp,https://www.crunchbase.com/organization/wrldexp,Private,For Profit,"Apps, Tourism, Travel",1-10,"Milano, Lombardia, Italy","2,838,087",,"2,762,056",,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Apps, Software, Travel and Tourism",,,,,,,,wrldexpp@gmail.com,https://www.linkedin.com/company/wrldexp,https://wrldexpp.wixsite.com/wrldexp,,,,,2021-01-01,year,Active,"WrldExp is a web platform and app that offers sustainable travel experiences, restaurants, hotels, green activities, and real-time bookings.",,22100,"European Union (EU), Europe, Middle East, and Africa (EMEA)",
Wrebby,https://www.crunchbase.com/organization/wrebby,Private,For Profit,"Cloud Data Services, Developer Platform, Digital Media, Information Technology",1-10,"Torino, Piemonte, Italy","3,346,362",,"3,260,115",,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Information Technology, Internet Services, Media and Entertainment, Software",,,,,,"Wrebby facilitates the sharing of digital information material between exhibitors and visitors through the use of the proximity marketing methodology, which allows the promotion of localized and contextualized information.",+39 377 9940551,info@wrebby.com,https://www.linkedin.com/company/wrebby,https://wrebby.com,,,,,2018-01-01,year,Active,"Wrebby is a digital service provider that accompanies events, companies, and people toward digital transformation.",$1M to $10M,10138,"European Union (EU), Europe, Middle East, and Africa (EMEA)",
Wrdigital,https://www.crunchbase.com/organization/wrdigital,Private,For Profit,"Advertising, Digital Marketing, Graphic Design, SEO, Web Design",1-10,"Meda, Lombardia, Italy","765,587",,"726,259",,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Advertising, Design, Internet Services, Sales and Marketing",,,,,,,+39.340.1204651,info@wrdigital.it,https://www.linkedin.com/company/wrdigital,https://wrdigital.it,,,,,2019-01-01,year,Active,"Wrdigital is an agency that fixates to improve online presence with graphic design, marketing, SEO, video, and social network services.",Less than $1M,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",
WPE Research and Development,https://www.crunchbase.com/organization/wpe-research-and-development,Private,For Profit,"3D Printing, Renewable Energy, Wind Energy",1-10,"Padova, Veneto, Italy","997,401",,"951,397",,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Energy, Manufacturing, Natural Resources, Sustainability",,,,,,"WPE research and development circular in increasing sustainability and green transition, now our environment can no longer postpone. They provide complete support as an industry expert and highly trusted advisors in renewable energy. To develop a complete and rapid solution that harnesses the power of renewable energy.",+39 3496456206,info@wpe-rd.com,https://www.linkedin.com/company/wpe-research-and-development,https://www.wpe-rd.com,,,,,2019-01-01,year,Active,WPE Research and Development designs and develops wind microturbines.,,35134,"European Union (EU), Europe, Middle East, and Africa (EMEA)",
